Campaign,Ad group,Ad ID,Day,Ad strength,Clicks,CTR,Conv. rate,Impressions,Impression (Absolute Top) %,Impression (Top) %,Cost / conv.,Click conversion rate,Cross-device conv.,Engagements,Conversions
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258499136849,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,228328877422,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
ฉลากสติกเกอร์ Offset,ฉลากสติกเกอร์,258501945340,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 6, 2024",Good,0,0%,0%,1,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 7, 2024",Good,14,16.67%,21.43%,84,27.38%,79.76%,฿168.13,21.43%,0,0,3
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 8, 2024",Good,12,10.81%,0%,111,17.12%,68.47%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 9, 2024",Good,8,12.31%,0%,65,26.15%,70.77%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 10, 2024",Good,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 11, 2024",Good,8,10.13%,0%,79,7.59%,63.29%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 12, 2024",Good,7,9.86%,0%,71,9.86%,49.3%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 13, 2024",Good,5,12.5%,40%,40,12.5%,55%,฿72.07,40%,0,0,2
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 19, 2024",Good,0,0%,0%,13,38.46%,69.23%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 20, 2024",Good,14,11.38%,7.14%,123,9.76%,60.98%,฿315.32,7.14%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 21, 2024",Good,6,10.53%,0%,57,5.26%,59.65%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 22, 2024",Good,11,17.74%,9.09%,62,11.29%,61.29%,฿262.37,9.09%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 23, 2024",Good,8,16.33%,12.5%,49,20.41%,71.43%,฿150.02,12.5%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 24, 2024",Good,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 25, 2024",Good,6,10.17%,16.67%,59,5.08%,54.24%,฿111.24,16.67%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 26, 2024",Good,8,10.26%,0%,78,6.41%,55.13%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 27, 2024",Good,13,14.44%,0%,90,8.89%,66.67%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 28, 2024",Good,12,15%,8.33%,80,10%,61.25%,฿215.72,8.33%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 29, 2024",Good,5,8.06%,40%,62,9.68%,56.45%,฿51.35,40%,0,0,2
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Nov 30, 2024",Good,4,11.43%,25%,35,40%,74.29%,฿75.75,25%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 5, 2024",Good,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 6, 2024",Good,22,13.41%,13.64%,164,20.73%,68.29%,฿122.45,13.64%,0,0,3
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 7, 2024",Good,19,26.76%,0%,71,28.17%,74.65%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 8, 2024",Good,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 9, 2024",Good,17,10.83%,5.88%,157,19.75%,68.15%,฿281.93,5.88%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 10, 2024",Good,22,14.67%,4.55%,150,19.33%,68%,฿397.74,4.55%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 11, 2024",Good,20,13.33%,5%,150,17.33%,59.33%,฿366.94,5%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 12, 2024",Good,14,15.91%,7.14%,88,10.23%,50%,฿236.18,7.14%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 13, 2024",Good,17,12.06%,5.88%,141,10.64%,64.54%,฿284.71,5.88%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 14, 2024",Good,7,10.94%,0%,64,34.38%,67.19%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 15, 2024",Good,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 16, 2024",Good,8,7.55%,0%,106,13.21%,54.72%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 17, 2024",Good,16,17.78%,12.5%,90,6.67%,47.78%,฿129.41,12.5%,0,0,2
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 18, 2024",Good,11,9.65%,9.09%,114,6.14%,57.02%,฿256.15,9.09%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 19, 2024",Good,18,16.07%,5.56%,112,10.71%,61.61%,฿313.1,5.56%,0,0,1
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 20, 2024",Good,14,11.67%,21.43%,120,15%,62.5%,฿89.78,21.43%,0,0,3
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 21, 2024",Good,13,16.05%,0%,81,25.93%,77.78%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 22, 2024",Good,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 23, 2024",Good,16,13.33%,0%,120,5.83%,44.17%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 24, 2024",Good,13,10.08%,0%,129,11.63%,58.91%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 25, 2024",Good,8,7.02%,0%,114,7.89%,63.16%,฿0,0%,0,0,0
โรงพิมพ์,ปฏิทินแขวน,624638105211,"Dec 26, 2024",Good,11,10.78%,0%,102,11.76%,60.78%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 4, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โรงพิมพ์,โรงพิมพ์ - กลุ่มโฆษณาแบบไดนามิก,446302259202,"Nov 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 4, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 27, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 28, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 29, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Nov 30, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 5, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 6, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 7, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 8, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 9, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 10, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 11, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 12, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 13, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 14, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 15, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 16, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 17, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 18, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 19, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 20, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 21, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 22, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 23, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 24, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 25, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0
โลกตรายาง,โลกตรายาง - กลุ่มโฆษณาแบบไดนามิก,579967261434,"Dec 26, 2024",null,0,0%,0%,0,0%,0%,฿0,0%,0,0,0